modelid;route_id;number_of_repetitions;number_of_successful_routes
1386242259361;343;10;10
1386242259361;178;10;10
1386242259361;926;10;10
1386242259361;1242;10;10
1386242259361;729;10;10
1386242259361;701;10;10
1386242259361;379;10;10
1386242259361;1034;10;10
1386242259361;524;10;10
1386242259361;597;10;10
1386242259361;512;10;10
1386242259361;447;10;10
1386242259361;215;10;10
1386242259361;122;10;10
1386242259361;502;10;10
1386242259361;207;10;10
1386242259361;692;10;10
1386242259361;906;10;10
1386242259361;710;10;10
1386242259361;237;10;10
1386242259361;62;10;10
1386242259361;1032;10;10
1386242259361;295;10;10
1386242259361;399;10;10
1386242259361;404;10;10
1386242259361;408;10;10
1386242259361;706;10;10
1386242259361;558;10;10
1386242259361;1134;10;10
1386242259361;197;10;10
1386242259361;989;10;10
1386242259361;1004;10;10
1386242259361;885;10;10
1386242259361;63;10;10
1386242259361;65;10;10
1386242259361;1071;10;10
1386242259361;377;10;10
1386242259361;298;10;10
1386242259361;329;10;10
1386242259361;619;10;10
1386242259361;287;10;10
1386242259361;388;10;10
1386242259361;735;10;10
1386242259361;1057;10;10
1386242259361;897;10;10
1386242259361;437;10;10
1386242259361;1098;10;10
1386242259361;370;10;10
1386242259361;257;10;10
1386242259361;1100;10;10
1386242259361;769;10;10
1386242259361;1069;10;10
1386242259361;101;10;10
1386242259361;1027;10;10
1386242259361;647;10;10
1386242259361;476;10;10
1386242259361;703;10;10
1386242259361;11;10;10
1386242259361;563;10;10
1386242259361;498;10;10
1386242259361;1047;10;10
1386242259361;393;10;10
1386242259361;225;10;10
1386242259361;466;10;10
1386242259361;901;10;10
1386242259361;585;10;10
1386242259361;582;10;10
1386242259361;469;10;10
1386242259361;934;10;10
1386242259361;350;10;10
1386242259361;1243;10;10
1386242259361;515;10;10
1386242259361;1155;10;10
1386242259361;772;10;10
1386242259361;1117;10;10
1386242259361;157;10;10
1386242259361;1171;10;10
1386242259361;254;10;10
1386242259361;685;10;10
1386242259361;646;10;10
1386242259361;128;10;10
1386242259361;943;10;10
1386242259361;1184;10;10
1386242259361;786;10;10
1386242259361;1161;10;10
1386242259361;830;10;10
1386242259361;621;10;10
1386242259361;505;10;10
1386242259361;994;10;10
1386242259361;497;10;10
1386242259361;341;10;10
1386242259361;422;10;10
1386242259361;1216;10;10
1386242259361;57;10;10
1386242259361;1250;10;10
1386242259361;159;10;10
1386242259361;61;10;10
1386242259361;282;10;10
1386242259361;347;10;10
1386242259361;849;10;10
1386242259361;204;10;10
1386242259361;317;10;10
1386242259361;1127;10;10
1386242259361;1109;10;10
1386242259361;169;10;10
1386242259361;757;10;10
1386242259361;1083;10;10
1386242259361;600;10;10
1386242259361;1135;10;10
1386242259361;278;10;10
1386242259361;455;10;10
1386242259361;528;10;10
1386242259361;1229;10;10
1386242259361;241;10;10
1386242259361;1129;10;10
1386242259361;888;10;10
1386242259361;266;10;10
1386242259361;410;10;10
1386242259361;260;10;10
1386242259361;323;10;10
1386242259361;360;10;10
1386242259361;1255;10;10
1386242259361;709;10;10
1386242259361;530;10;10
1386242259361;104;10;10
1386242259361;752;10;10
1386242259361;1172;10;10
1386242259361;1176;10;10
1386242259361;53;10;10
1386242259361;92;10;10
1386242259361;1108;10;10
1386242259361;356;10;10
1386242259361;1218;10;10
1386242259361;1219;10;10
1386242259361;790;10;10
1386242259361;1224;10;10
1386242259361;1130;10;10
1386242259361;1265;10;10
1386242259361;1183;10;10
1386242259361;555;10;10
1386242259361;1166;10;10
1386242259361;1073;10;10
1386242259361;1244;10;10
1386242259361;324;10;10
1386242259361;245;10;10
1386242259361;412;10;10
1386242259361;668;10;10
1386242259361;89;10;10
1386242259361;1228;10;10
1386242259361;1149;10;10
1386242259361;628;10;10
1386242259361;255;10;10
1386242259361;571;10;10
1386242259361;451;10;10
1386242259361;1016;10;10
1386242259361;1132;10;10
1386242259361;120;10;10
1386242259361;694;10;10
1386242259361;580;10;10
1386242259361;46;10;10
1386242259361;199;10;10
1386242259361;268;10;10
1386242259361;942;10;10
1386242259361;130;10;10
1386242259361;1207;10;10
1386242259361;1210;10;10
1386242259361;831;10;10
1386242259361;670;10;10
1386242259361;352;10;10
1386242259361;921;10;10
1386242259361;1264;10;10
1386242259361;236;10;10
1386242259361;345;10;10
1386242259361;853;10;10
1386242259361;538;10;10
1386242259361;543;10;10
1386242259361;116;10;10
1386242259361;1029;10;10
1386242259361;1144;10;10
1386242259361;953;10;10
1386242259361;773;10;10
1386242259361;337;10;10
1386242259361;593;10;10
1386242259361;601;10;10
1386242259361;1124;10;10
1386242259361;715;10;10
1386242259361;487;10;10
1386242259361;1076;10;10
1386242259361;1128;10;10
1386242259361;616;10;10
1386242259361;527;10;10
1386242259361;69;10;10
1386242259361;781;10;10
1386242259361;648;10;10
1386242259361;436;10;10
1386242259361;1051;10;10
1386242259361;315;10;10
1386242259361;876;10;10
1386242259361;698;10;10
1386242259361;878;10;10
1386242259361;1190;10;10
1386242259361;598;10;10
1386242259361;221;10;10
1386242259361;1188;10;10
1386242259361;195;10;10
1386242259361;1072;10;10
1386242259361;809;10;10
1386242259361;821;10;10
1386242259361;1142;10;10
1386242259361;791;10;10
1386242259361;612;10;10
1386242259361;146;10;10
1386242259361;950;10;10
1386242259361;294;10;10
1386242259361;554;10;10
1386242259361;614;10;10
