225;10
833;5
789;5
690;10
693;5
254;6
217;9
937;10
982;0
957;6
889;5
930;6
14;10
45;10
830;7
90;5
249;9
883;8
1100;10
400;6
1226;7
93;5
285;7
701;9
19;5
793;8
712;8
912;10
101;5
721;5
520;10
850;6
678;7
972;10
844;6
393;7
1242;9
635;10
1055;6
548;5
26;9
17;9
1096;9
740;5
837;7
882;5
1253;10
1231;6
713;9
974;9
943;10
539;9
114;6
432;10
545;7
1106;10
1094;6
571;9
791;6
528;8
565;6
604;5
382;5
857;10
403;5
591;7
868;5
552;5
603;8
507;5
1037;10
148;10
1221;8
362;6
1122;6
220;6
1245;7
994;6
615;6
971;9
1210;10
706;5
1248;5
856;6
505;5
111;6
709;5
226;9
637;10
632;10
583;10
84;6
464;8
452;5
419;10
297;10
672;5
1018;10
904;5
1171;8
702;8
255;7
533;7
589;8
30;10
947;10
1252;8
258;6
500;6
961;8
199;5
692;9
810;8
1049;0
1174;10
891;5
873;5
1092;10
659;10
922;9
817;8
1276;8
698;8
349;7
1241;7
462;10
184;5
1150;10
703;6
608;5
59;5
315;10
509;6
52;8
684;7
953;10
60;6
1157;6
774;5
1058;10
1193;9
269;7
1099;10
818;10
306;8
408;10
588;10
1108;6
310;6
634;5
911;5
499;5
1192;10
235;5
991;5
299;9
771;7
798;8
1144;10
112;6
303;9
657;10
544;5
490;9
487;10
110;6
483;5
1235;10
913;9
1039;5
425;9
1003;9
519;9
1;7
841;5
966;10
381;10
553;5
541;5
268;9
61;9
944;7
414;9
927;7
725;9
125;8
1057;7
227;5
89;10
506;10
512;10
907;10
422;9
996;9
472;9
892;8
986;0
1079;6
1071;5
1081;10
576;8
1045;6
629;7
1012;10
122;8
995;10
1236;9
1031;10
243;10
238;10
284;6
365;10
820;7
482;6
945;9
109;5
1281;5
581;9
784;8
11;10
679;5
876;5
1184;9
683;5
1201;10
388;9
33;5
829;9
682;10
407;10
489;7
1166;5
667;10
654;5
949;5
695;5
38;7
753;10
232;5
600;10
1266;10
825;8
1131;5
1224;7
910;7
811;5
664;8
158;5
1117;5
369;10
1019;6
1261;10
1254;5
1128;5
1104;5
556;7
1222;9
1002;8
853;7
282;10
473;6
316;10
1014;6
671;7
963;6
13;8
708;5
69;8
1167;10
370;5
1259;6
851;10
1020;5
1064;5
1015;9
1120;10
579;5
1085;10
808;6
503;5
188;6
1160;10
384;5
1268;7
935;10
536;9
646;7
1146;10
207;7
130;6
47;8
2;8
128;5
920;10
642;9
1250;7
1161;9
337;7
205;9
781;8
653;5
366;10
557;8
546;5
404;10
599;9
75;8
300;6
1198;10
119;8
133;6
352;10
385;7
276;9
1027;7
461;10
484;7
842;10
858;10
1047;10
142;5
273;10
689;10
247;7
1178;9
1182;5
612;10
98;5
283;7
78;5
735;9
875;7
846;6
660;10
286;0
558;10
716;10
23;9
718;8
1059;6
25;6
302;6
15;7
153;10
174;5
49;6
1129;5
323;6
319;7
415;7
390;5
1032;9
264;10
143;7
486;5
333;10
745;7
1187;7
451;10
561;10
656;10
270;10
