0,5146293438645992;0.1;1266;11
0,29099707405927777;0.1;1109;31
1,0;0.1;233;6
0,5793191716999688;0.1;833;20
0,7759343688217859;0.1;152;27
0,23949256133686814;0.1;73;15
0,5931382773596712;0.1;150;26
0,7305894303453822;0.1;150;26
0,7676793188248483;0.1;352;86
0,13821659505760464;0.1;352;86
0,5993872027752178;0.1;391;32
0,5784539489384646;0.1;391;32
0,5800403675557755;0.1;391;32
0,4247184194046796;0.1;391;32
0,4247184194046796;0.1;391;32
0,5993872027752178;0.1;391;32
0,5993872027752178;0.1;391;32
0,5800403675557755;0.1;391;32
0,4247184194046796;0.1;391;32
0,5784539489384646;0.1;391;32
0,7907907368584144;0.1;844;22
0,2593432568543492;0.1;844;22
0,07198633943001531;0.1;360;24
0,7157524275246188;0.1;851;16
0,8259829436047561;0.1;394;7
0,22455681166984753;0.1;225;13
0,28185262026067504;0.1;270;22
0,319283900920869;0.1;1054;14
0,6522744170362753;0.1;1054;14
0,8562974419678506;0.1;1054;14
0,40891419967409304;0.1;1054;14
AVG:0,5298818302161272
