0,6735950988779484;0.9;22;8
0,6735950988779484;0.9;22;8
0,9853733204792592;0.9;22;8
0,3891836616755542;0.9;521;26
0,500130257114745;0.9;524;40
0,4637652380080086;0.9;850;29
0,6952845176458773;0.9;150;26
0,6472281661180521;0.9;150;26
0,46996533210354596;0.9;150;26
0,44848090600402357;0.9;150;26
0,5931382773596712;0.9;150;26
0,5958074887212021;0.9;150;26
1,0;0.9;150;26
0,5752101111535624;0.9;150;26
0,5993872027752178;0.9;391;32
0,5993872027752178;0.9;391;32
0,4263096024315065;0.9;391;32
0,5993872027752178;0.9;391;32
0,43551482993648705;0.9;391;32
0,5993872027752178;0.9;391;32
0,578453948938465;0.9;391;32
0,5800403675557755;0.9;391;32
0,5993872027752178;0.9;391;32
1,0773186987793377;0.9;1266;11
0,801543601209604;0.9;1266;11
0,801543601209604;0.9;1266;11
0,8348641988248018;0.9;1266;11
0,5331041637873617;0.9;851;16
0,47550430759019746;0.9;120;21
0,697230737780024;0.9;904;48
0,3061035212043126;0.9;311;53
0,29917485174210645;0.9;291;64
0,1927953829733251;0.9;270;22
0,42345815378785323;0.9;855;29
0,242171607736424;0.9;352;86
0,47581150702635977;0.9;352;86
0,2937959242728032;0.9;352;86
0,17060472032351948;0.9;352;86
0,26815995814159255;0.9;690;20
0,14036018508713988;0.9;299;23
0,5276031651239412;0.9;1109;31
0,6522744170362753;0.9;1054;14
0,4379654637671202;0.9;1054;14
0,6522744170362753;0.9;1054;14
0,9450569365630328;0.9;1054;14
0,4579488543824748;0.9;1120;18
1,0;0.9;844;22
1,0;0.9;844;22
1,0;0.9;844;22
0,19734063198830953;0.9;844;22
1,0;0.9;844;22
1,0;0.9;844;22
1,0;0.9;844;22
1,0;0.9;844;22
0,5427174599520999;0.9;460;32
0,23871337771699208;0.9;543;28
0,5122899425442999;0.9;329;14
AVG:0,6021679659390502
