738;6
96;6
912;7
1183;5
1067;6
857;8
575;6
4;5
115;9
922;7
380;9
885;5
1040;6
890;5
1224;5
750;5
1257;5
1011;5
406;5
687;6
688;6
1179;6
1251;6
978;9
288;6
1087;5
889;6
731;5
1081;6
61;6
12;5
1;6
560;6
432;7
682;6
181;5
747;5
630;5
952;7
638;5
1136;5
219;5
247;6
33;6
196;6
1222;6
1170;5
320;8
1211;5
194;8
37;5
388;5
826;6
143;6
759;5
436;5
290;5
720;6
677;6
796;6
1236;5
700;5
1016;8
969;5
336;6
833;7
13;5
1044;8
240;6
273;6
798;5
1047;6
359;5
442;7
869;7
178;7
666;6
440;6
530;6
1261;5
488;5
239;5
322;7
849;6
1010;5
533;6
56;5
681;6
1060;5
829;6
17;5
878;5
133;5
909;8
1116;8
742;5
805;6
1150;7
531;6
422;6
711;5
241;5
421;6
544;7
237;7
204;6
1071;5
333;6
710;6
800;6
1001;6
762;5
267;6
88;7
318;5
255;7
661;6
1128;5
1054;10
1125;5
862;5
880;5
1018;7
1194;7
494;7
411;6
971;5
171;6
650;5
342;5
1027;6
950;7
10;5
169;6
672;5
733;5
1135;5
306;5
617;5
799;7
304;5
120;8
459;6
479;5
337;5
558;6
430;5
64;6
888;7
634;5
1164;6
707;5
820;7
117;5
735;5
865;5
573;5
629;5
636;5
639;5
1255;6
294;7
587;6
161;5
837;5
658;8
1272;5
22;7
936;5
646;6
87;5
279;6
874;5
271;6
782;5
1089;6
121;7
354;5
495;0
1247;5
276;5
474;6
744;7
1252;6
768;6
164;8
948;6
648;7
751;6
352;10
887;7
324;6
1064;5
400;5
99;5
1014;5
1254;5
683;5
20;5
467;5
311;9
612;10
856;6
726;5
402;6
916;5
504;6
1245;6
1250;8
195;6
812;5
850;5
301;5
490;6
1084;6
363;8
757;6
165;7
893;5
1217;5
964;6
671;7
212;5
41;6
1157;5
525;6
346;6
465;6
315;7
517;5
1111;7
1013;8
958;6
1240;7
334;6
1034;8
142;5
1282;6
433;7
1243;6
170;5
385;5
1086;9
218;6
1140;6
19;5
999;6
911;5
163;5
415;5
891;5
263;6
1172;5
605;6
1228;5
673;5
656;5
1022;6
371;7
1267;7
917;5
1052;6
730;7
924;7
537;8
1025;7
258;5
42;5
343;7
640;9
253;5
748;6
515;5
1053;5
970;5
816;6
243;6
754;5
1199;8
409;6
135;6
957;6
925;5
65;6
727;5
824;6
624;5
453;6
1115;6
961;6
882;5
871;9
736;7
708;5
565;6
584;5
545;6
73;6
332;6
992;6
578;5
107;5
428;5
1249;5
80;7
1042;6
741;6
498;7
566;7
532;9
986;0
825;5
454;6
977;9
975;5
721;5
15;5
1058;6
277;7
437;8
1072;6
830;6
1036;7
628;5
769;7
367;8
732;5
461;8
866;6
109;5
930;5
777;5
702;8
647;8
822;7
675;5
963;5
176;8
780;5
1021;5
225;9
954;9
259;7
8;5
429;5
378;5
753;7
370;5
47;6
903;5
763;6
502;5
804;6
1055;5
1030;5
709;5
463;6
98;5
1121;10
845;8
801;5
994;6
1212;5
1197;6
1145;6
594;5
199;6
898;5
1276;5
1182;6
39;5
462;7
278;5
141;5
172;5
1032;8
705;5
541;5
1143;5
1156;5
408;8
1258;5
832;6
921;5
895;6
444;5
149;6
410;7
1059;5
622;7
620;6
307;5
771;6
452;5
226;5
24;6
62;5
1274;5
377;6
966;7
1033;5
588;5
1269;5
776;6
1108;5
953;6
180;9
1132;6
627;5
382;5
295;6
1160;10
386;6
1092;5
137;7
941;6
375;6
268;6
1180;6
905;5
229;6
108;8
942;6
814;9
1203;5
625;6
369;9
362;5
685;6
345;6
1235;7
1281;6
1142;5
63;6
945;6
16;5
831;6
981;6
1009;0
349;8
483;5
105;5
896;6
441;6
244;0
66;6
398;6
205;7
471;5
302;5
535;6
1051;6
1057;6
838;5
95;6
972;7
1026;5
996;7
706;5
274;9
366;9
1244;6
876;5
127;5
503;6
476;5
395;6
989;5
381;7
200;6
1002;5
439;5
828;5
451;7
546;5
679;5
162;6
641;5
842;7
1265;9
834;6
873;5
1154;6
626;5
1225;5
31;6
282;6
529;5
875;6
1168;6
1078;6
840;6
854;5
758;6
396;6
125;5
6;7
481;5
207;5
329;5
44;7
881;5
456;5
955;5
562;8
691;5
965;6
26;8
323;6
883;6
485;5
1005;6
1191;7
104;5
443;6
