pathSize;angle_to_destination;route_ID;number_of_edges
0,46581470908687184;0.2;650;15
0,881745819546639;0.2;150;22
1,0;0.2;150;22
1,0;0.2;150;22
1,0;0.2;150;22
1,0;0.2;150;22
1,0;0.2;150;22
1,0;0.2;1054;11
1,0;0.2;1054;11
1,0;0.2;1054;11
0,8201601129174163;0.2;391;26
0,3880948695179769;0.2;471;22
1,0;0.2;461;6
0,7697366192225321;0.2;108;3
0,29880253705969984;0.2;857;15
0,6958128899447666;0.2;1120;13
0,47627205491823266;0.2;1120;13
0,33893130404649563;0.2;1120;13
AVG:0,7852983842367018
