pathSize;angle_to_destination;route_ID;number_of_edges
0,3609339899083708;0.4;229;14
0,881745819546639;0.4;150;22
1,0;0.4;150;22
0,23642878445382465;0.4;962;12
0,5262458155116294;0.4;108;3
0,6191352501017162;0.4;108;3
0,195351161624443;0.4;120;15
0,19786807010988117;0.4;375;22
1,0;0.4;461;6
0,8203994324807213;0.4;391;26
0,39232967824313025;0.4;205;24
0,4131335021148652;0.4;19;13
0,19855977878339393;0.4;352;75
0,05266718067615894;0.4;352;75
0,1458090761513018;0.4;352;75
0,7880771493156036;0.4;904;27
0,797126991161287;0.4;408;3
0,596265872315964;0.4;408;3
AVG:0,5123376418054961
