modelid;route_id;number_of_repetitions;number_of_successful_routes
1386584083116;339;10;1
1386584083116;377;10;3
1386584083116;559;10;5
1386584083116;764;10;1
1386584083116;581;10;3
1386584083116;136;10;0
1386584083116;480;10;3
1386584083116;626;10;1
1386584083116;969;10;1
1386584083116;623;10;0
1386584083116;1133;10;0
1386584083116;261;10;0
1386584083116;278;10;0
1386584083116;609;10;6
1386584083116;960;10;0
1386584083116;911;10;0
1386584083116;296;10;0
1386584083116;1049;10;0
1386584083116;979;10;4
1386584083116;1024;10;4
1386584083116;170;10;2
1386584083116;775;10;3
1386584083116;1131;10;1
1386584083116;62;10;0
1386584083116;135;10;2
1386584083116;392;10;7
1386584083116;352;10;10
1386584083116;910;10;0
1386584083116;248;10;4
1386584083116;1170;10;1
1386584083116;371;10;6
1386584083116;435;10;5
1386584083116;1085;10;2
1386584083116;154;10;0
1386584083116;746;10;0
1386584083116;776;10;6
1386584083116;345;10;1
1386584083116;500;10;0
1386584083116;717;10;8
1386584083116;12;10;0
1386584083116;962;10;1
1386584083116;563;10;0
1386584083116;513;10;2
1386584083116;1106;10;6
1386584083116;1162;10;1
1386584083116;1233;10;0
1386584083116;574;10;1
1386584083116;1196;10;2
1386584083116;447;10;1
1386584083116;625;10;2
1386584083116;1108;10;0
1386584083116;597;10;0
1386584083116;301;10;2
1386584083116;459;10;3
1386584083116;931;10;0
1386584083116;845;10;5
1386584083116;916;10;2
1386584083116;607;10;4
1386584083116;1020;10;0
1386584083116;736;10;8
1386584083116;948;10;5
1386584083116;692;10;4
1386584083116;76;10;1
1386584083116;721;10;0
1386584083116;269;10;0
1386584083116;1247;10;0
1386584083116;1074;10;5
1386584083116;1084;10;1
1386584083116;1246;10;2
1386584083116;344;10;1
1386584083116;304;10;0
1386584083116;835;10;5
1386584083116;3;10;0
1386584083116;133;10;3
1386584083116;372;10;2
1386584083116;230;10;3
1386584083116;273;10;4
1386584083116;1126;10;1
1386584083116;654;10;0
1386584083116;240;10;2
1386584083116;743;10;10
1386584083116;471;10;2
1386584083116;976;10;3
1386584083116;320;10;5
1386584083116;401;10;0
1386584083116;329;10;0
1386584083116;294;10;7
1386584083116;842;10;5
1386584083116;501;10;0
1386584083116;1230;10;1
1386584083116;620;10;6
1386584083116;89;10;4
1386584083116;1153;10;0
1386584083116;122;10;2
1386584083116;566;10;2
1386584083116;1032;10;8
1386584083116;1144;10;5
1386584083116;1;10;3
1386584083116;31;10;1
1386584083116;558;10;2
1386584083116;458;10;0
1386584083116;1211;10;0
1386584083116;361;10;3
1386584083116;578;10;2
1386584083116;817;10;1
1386584083116;1212;10;0
1386584083116;110;10;5
1386584083116;1239;10;1
1386584083116;1031;10;3
1386584083116;815;10;0
1386584083116;1077;10;3
1386584083116;789;10;4
1386584083116;1255;10;0
1386584083116;69;10;3
1386584083116;22;10;3
