modelid;route_id;number_of_repetitions;number_of_successful_routes
1386588949854;814;10;10
1386588949854;134;10;0
1386588949854;1068;10;3
1386588949854;98;10;0
1386588949854;137;10;9
1386588949854;650;10;0
1386588949854;580;10;10
1386588949854;602;10;0
1386588949854;1065;10;8
1386588949854;655;10;5
1386588949854;861;10;2
1386588949854;74;10;8
1386588949854;1040;10;10
1386588949854;1097;10;0
1386588949854;1045;10;1
1386588949854;385;10;2
1386588949854;989;10;2
1386588949854;1167;10;10
1386588949854;565;10;2
1386588949854;598;10;4
1386588949854;4;10;0
1386588949854;460;10;5
1386588949854;173;10;4
1386588949854;904;10;0
1386588949854;874;10;0
1386588949854;28;10;10
1386588949854;1033;10;8
1386588949854;285;10;1
1386588949854;376;10;0
1386588949854;870;10;1
1386588949854;1185;10;2
1386588949854;40;10;2
1386588949854;797;10;4
1386588949854;1275;10;10
1386588949854;1166;10;0
1386588949854;778;10;6
1386588949854;1252;10;9
1386588949854;393;10;4
1386588949854;787;10;6
1386588949854;585;10;9
1386588949854;732;10;0
1386588949854;1158;10;3
1386588949854;971;10;9
1386588949854;1101;10;10
1386588949854;800;10;8
1386588949854;1030;10;10
1386588949854;1165;10;8
1386588949854;241;10;0
1386588949854;1043;10;8
1386588949854;616;10;3
1386588949854;366;10;10
1386588949854;289;10;10
1386588949854;475;10;0
1386588949854;420;10;10
1386588949854;665;10;0
1386588949854;997;10;6
1386588949854;267;10;10
1386588949854;48;10;9
1386588949854;105;10;4
1386588949854;246;10;4
1386588949854;1198;10;10
1386588949854;116;10;9
1386588949854;524;10;0
1386588949854;206;10;7
1386588949854;645;10;0
1386588949854;49;10;4
1386588949854;335;10;10
1386588949854;576;10;8
1386588949854;698;10;6
1386588949854;44;10;9
1386588949854;938;10;7
1386588949854;46;10;4
1386588949854;217;10;9
1386588949854;76;10;10
1386588949854;43;10;10
1386588949854;628;10;0
1386588949854;119;10;10
1386588949854;314;10;10
1386588949854;65;10;3
1386588949854;977;10;10
1386588949854;1048;10;1
1386588949854;829;10;9
1386588949854;421;10;1
1386588949854;11;10;10
1386588949854;1121;10;10
1386588949854;1157;10;8
1386588949854;1007;10;0
1386588949854;84;10;7
1386588949854;391;10;10
1386588949854;1255;10;3
1386588949854;767;10;0
1386588949854;399;10;0
1386588949854;138;10;1
1386588949854;193;10;0
1386588949854;52;10;4
1386588949854;1027;10;5
1386588949854;148;10;10
1386588949854;586;10;6
1386588949854;429;10;9
1386588949854;781;10;7
1386588949854;20;10;4
1386588949854;686;10;5
1386588949854;921;10;0
1386588949854;389;10;9
1386588949854;90;10;0
1386588949854;414;10;9
1386588949854;208;10;1
1386588949854;37;10;0
1386588949854;570;10;10
1386588949854;865;10;7
1386588949854;204;10;5
1386588949854;493;10;10
1386588949854;697;10;10
1386588949854;185;10;8
1386588949854;1081;10;10
1386588949854;952;10;10
1386588949854;810;10;1
1386588949854;649;10;4
1386588949854;774;10;1
1386588949854;807;10;5
1386588949854;550;10;0
1386588949854;110;10;3
1386588949854;588;10;8
1386588949854;896;10;8
1386588949854;263;10;5
1386588949854;714;10;0
1386588949854;780;10;1
1386588949854;527;10;9
1386588949854;963;10;2
1386588949854;1100;10;9
1386588949854;1130;10;10
1386588949854;92;10;0
1386588949854;688;10;0
1386588949854;785;10;7
1386588949854;1231;10;5
1386588949854;975;10;4
1386588949854;1168;10;5
1386588949854;1028;10;7
1386588949854;437;10;10
1386588949854;1076;10;10
1386588949854;689;10;6
1386588949854;837;10;8
