modelid;route_id;number_of_repetitions;number_of_successful_routes
1386594425940;753;10;0
1386594425940;408;10;0
1386594425940;1053;10;0
1386594425940;187;10;0
1386594425940;866;10;0
1386594425940;1159;10;0
1386594425940;1143;10;0
1386594425940;175;10;0
1386594425940;683;10;0
1386594425940;922;10;0
1386594425940;1136;10;0
1386594425940;101;10;0
1386594425940;296;10;0
1386594425940;224;10;0
1386594425940;1235;10;0
1386594425940;80;10;0
1386594425940;8;10;0
1386594425940;678;10;0
1386594425940;932;10;0
1386594425940;1089;10;0
1386594425940;454;10;0
1386594425940;1214;10;0
1386594425940;782;10;0
1386594425940;1212;10;0
1386594425940;485;10;0
1386594425940;172;10;0
1386594425940;902;10;0
1386594425940;444;10;0
1386594425940;1121;10;0
1386594425940;1038;10;0
1386594425940;1129;10;0
1386594425940;171;10;0
1386594425940;595;10;0
1386594425940;88;10;0
1386594425940;1054;10;3
1386594425940;23;10;0
1386594425940;1033;10;0
1386594425940;738;10;0
1386594425940;27;10;0
1386594425940;412;10;0
1386594425940;1110;10;0
1386594425940;936;10;0
1386594425940;1032;10;0
1386594425940;1102;10;0
1386594425940;1156;10;0
1386594425940;1139;10;0
1386594425940;388;10;0
1386594425940;531;10;0
1386594425940;773;10;0
1386594425940;905;10;0
1386594425940;1199;10;0
1386594425940;1021;10;0
1386594425940;624;10;0
1386594425940;98;10;0
1386594425940;688;10;0
1386594425940;335;10;0
1386594425940;756;10;0
1386594425940;86;10;0
1386594425940;704;10;0
1386594425940;1194;10;0
1386594425940;38;10;0
1386594425940;669;10;0
1386594425940;22;10;0
1386594425940;128;10;0
1386594425940;582;10;0
1386594425940;479;10;0
1386594425940;1280;10;0
1386594425940;1204;10;0
1386594425940;795;10;0
1386594425940;692;10;0
1386594425940;1243;10;0
1386594425940;609;10;0
1386594425940;357;10;0
1386594425940;77;10;0
1386594425940;603;10;0
1386594425940;481;10;0
1386594425940;231;10;0
1386594425940;505;10;0
1386594425940;51;10;0
1386594425940;1134;10;0
1386594425940;389;10;0
1386594425940;1277;10;0
1386594425940;218;10;0
1386594425940;823;10;0
1386594425940;689;10;0
1386594425940;1080;10;0
1386594425940;650;10;0
1386594425940;132;10;0
1386594425940;1216;10;0
1386594425940;326;10;0
1386594425940;1227;10;0
1386594425940;327;10;0
1386594425940;914;10;0
1386594425940;1142;10;0
1386594425940;223;10;0
1386594425940;1146;10;0
