pathSize;angle_to_destination;route_ID;number_of_edges
0,07400579239471927;40.0;315;17
0,16070698826849283;40.0;315;17
0,07400579239471927;40.0;315;17
0,07400579239471927;40.0;315;17
0,07400579239471927;40.0;315;17
0,07400579239471927;40.0;315;17
0,16070698826849283;40.0;315;17
0,16070698826849283;40.0;315;17
0,6944091192254949;40.0;465;22
0,2716264946211122;40.0;506;51
0,4017298741149735;40.0;506;51
0,28723534801675776;40.0;506;51
0,6488516664485902;40.0;506;51
0,5126297808079343;40.0;506;51
0,6816470420050877;40.0;506;51
0,3212354672681903;40.0;506;51
0,532139243762612;40.0;506;51
0,3268977048967472;40.0;240;58
0,21066649908793567;40.0;240;58
0,27123987037613917;40.0;240;58
0,3569048656436322;40.0;240;58
0,36036359464818646;40.0;608;83
0,22559918921843103;40.0;608;83
0,23455234134645964;40.0;801;97
0,0576871216557191;40.0;420;80
0,13645991005922076;40.0;420;80
0,056656949712643234;40.0;420;80
0,04498188681065862;40.0;420;80
0,14856833887362697;40.0;307;187
0,18016321837808347;40.0;307;187
0,40872452939665904;40.0;1089;47
0,28523291537574025;40.0;1089;47
0,48372044955967053;40.0;1089;47
0,44821604674177884;40.0;1089;47
0,44447539108132617;40.0;1089;47
0,47300636930434803;40.0;1089;47
0,5129968429730216;40.0;1089;47
0,032119731574106414;40.0;743;290
0,017741630280533993;40.0;743;290
0,028294995339554152;40.0;743;290
0,01699070550163806;40.0;743;290
0,018603039358646045;40.0;743;290
0,017396942219588762;40.0;743;290
0,0209099327971094;40.0;743;290
0,03414361460288662;40.0;743;290
0,017069937878416486;40.0;743;290
0,16632171826718456;40.0;530;22
0,1621498333080562;40.0;530;22
0,12534131563693696;40.0;530;22
0,1427382290753345;40.0;530;22
0,16398005902277202;40.0;530;22
0,14674990876487493;40.0;530;22
0,2317528437538725;40.0;1202;93
0,20116262071253987;40.0;1202;93
0,2821972234855381;40.0;1202;93
0,2897553757812985;40.0;1202;93
0,23869548416300046;40.0;1202;93
0,23147357375714095;40.0;1202;93
0,18993020636184177;40.0;1202;93
0,21003135628420044;40.0;1202;93
0,09800431912611951;40.0;659;88
0,08774748614359096;40.0;659;88
0,06254840859789534;40.0;659;88
0,056216754400606916;40.0;659;88
0,07729306559101934;40.0;659;88
0,04679527615267243;40.0;659;88
0,8713473663543587;40.0;521;25
0,8713473663543587;40.0;521;25
0,5531996866139313;40.0;521;25
1,0;40.0;521;25
1,0;40.0;521;25
0,8817876538361085;40.0;521;25
0,8203960357507027;40.0;521;25
0,8723629668475985;40.0;521;25
0,02601716263764997;40.0;142;120
0,11360415060307183;40.0;556;60
0,24261815962777566;40.0;1018;95
0,22273613548990423;40.0;1018;95
0,04301592403806853;40.0;582;89
0,05935715851001411;40.0;582;89
0,0352699960465388;40.0;582;89
0,0588160356760592;40.0;582;89
0,04711873239070696;40.0;582;89
0,036749148358033334;40.0;582;89
0,05560240383947268;40.0;582;89
0,043786727901667044;40.0;582;89
0,04935063792063121;40.0;582;89
0,25182015414199954;40.0;14;53
0,2981404298848167;40.0;14;53
0,11588815316148082;40.0;14;53
0,3552558654185176;40.0;14;53
0,487127262645481;40.0;14;53
0,08769741147209364;40.0;14;53
0,18585269687193806;40.0;14;53
0,10477957854805386;40.0;14;53
0,12733189817485546;40.0;1160;153
0,11210362771795612;40.0;1160;153
0,24920754362608277;40.0;1160;153
0,06710351870356202;40.0;1160;153
0,11145181984908148;40.0;1160;153
0,10095712107362798;40.0;1160;153
0,133312869376234;40.0;1160;153
0,1919180812103971;40.0;545;30
0,2240711156975237;40.0;545;30
0,23900934950860808;40.0;545;30
0,1919180812103971;40.0;545;30
0,1856698981201057;40.0;545;30
0,2517080237072895;40.0;120;15
